1618,2064,3445,2279,1906,229
1618,2066,3445,2279,1906,229
1618,2066,3445,2282,1906,229
1618,2066,3445,2282,1906,229
1615,2064,3445,2282,1906,229
1615,2064,3440,2280,1906,229
1615,2064,3440,2280,1915,230
1659,2064,3440,2280,1915,230
1659,2036,3116,2252,1915,230
1659,2036,3116,2252,1898,210
1572,2036,3116,2252,1898,210
1572,1950,2968,2197,1889,215
1572,1950,2968,2197,1889,215
1445,1476,2356,2197,1889,215
1445,1476,2356,2309,1823,215
1445,1476,2356,2309,1823,231
1222,1389,2356,2309,1823,231
1222,1389,2064,3219,2082,231
1222,1389,2064,3219,2082,279
1158,1403,2064,3219,2082,279
1158,1403,1737,2639,2082,279
1118,1403,1737,2639,2052,1803
1118,1364,1276,1983,2052,1803
1118,1364,1276,1983,2159,1832
1185,1364,1276,1983,2159,1832
1185,1111,1178,1983,2159,1832
1185,1111,1178,1864,2902,1882
1185,1111,1178,1864,2902,1882
1269,1064,1147,1864,2902,1882
1269,1064,1147,1810,2783,1882
1269,1064,1147,1810,2783,1901
911,1134,1147,1810,2783,1901
911,1134,1484,2425,1935,1909
963,1045,1484,2425,1935,1909
963,1045,1713,2738,1935,1909
963,1045,1713,2738,1666,377
969,1045,1713,2738,1666,377
969,1655,2353,1850,1666,377
969,1655,2353,1850,1604,365
1345,1655,2353,1850,1604,365
1345,1928,2649,1850,1604,365
1345,1928,2649,1818,1784,383
1345,1928,2649,1818,1784,383
1409,1866,2601,1793,1786,383
1409,1866,2601,1793,1786,347
1529,1825,2601,1793,1786,347
1529,1825,2554,1754,348,347
1529,1825,2554,1754,348,336
1486,1779,2554,1754,348,336
1486,1779,2506,1707,348,336
1486,1779,2506,1707,1724,315
1418,1779,2506,1707,1724,315
1418,1728,2639,4363,1724,315
1418,1728,2639,4363,1413,295
1143,1410,2050,4363,1413,295
1143,1410,2050,2728,1696,297
1143,1410,2050,2728,1696,297
1079,1338,1616,2728,1696,297
1079,1338,1616,2356,4270,297
1079,1338,1616,2356,4270,305
641,1262,1616,2356,4270,305
641,1262,1526,2481,4239,305
641,1262,1526,2481,4239,318
580,969,1526,2481,4239,318
580,969,6000,2234,3204,684
527,969,6000,2234,3204,684
527,907,1142,1814,3204,684
527,907,1142,1814,2211,379
477,907,1142,1814,2211,379
477,851,1083,1814,2211,379
477,851,1083,1767,2173,697
477,851,1083,1767,2173,697
445,811,1059,1767,2173,697
445,811,1059,2064,3109,697
445,811,1059,2064,3109,695
747,969,1679,2106,4078,695
747,969,1679,2106,4078,684
698,910,1679,2106,4078,684
698,910,1711,2036,4078,684
698,910,1711,2036,2638,406
851,910,1711,2036,2638,406
851,1515,1980,3994,2638,406
851,1515,1980,3994,2614,365
852,1515,1980,3994,2614,365
852,1665,1917,3994,2614,365
852,1665,1917,2570,2882,357
916,1828,1900,2570,2882,357
916,1828,1900,2529,3577,357
916,1828,1900,2529,3577,362
1559,1788,1900,2529,3577,362
1559,1788,1851,2489,3221,362
1559,1788,1851,2489,3221,636
977,1747,1851,2489,3221,636
977,1747,1792,2452,3221,636
977,1747,1792,2452,2763,637
921,1747,1792,2452,2763,637
921,1825,2769,2409,3490,622
1271,1825,2769,2409,3490,622
1271,1694,3721,2409,3490,622
1271,1694,3721,2365,3490,610
1271,1694,3721,2365,3490,610
1615,1673,2332,2365,3490,610
1615,1673,2332,2626,508,610
1615,1673,2332,2626,508,4271
1861,2627,2332,2626,508,4271
1861,2627,2277,3402,474,4271
1861,2627,2277,3402,474,6000
1535,3585,2231,3343,474,6000
1535,3585,2231,3343,447,2822
1488,3585,2231,3343,447,2822
1488,3540,2189,3301,447,2822
1488,3540,2189,3301,427,556
1458,3540,2189,3301,427,556
1458,3507,2153,3301,427,556
1458,3507,2153,3266,1238,537
1458,3507,2153,3266,1238,537
1421,2718,2106,3266,1238,537
1421,2718,2106,2766,1211,537
1403,2675,2106,2766,1211,514
1403,2675,2061,2703,1199,514
1403,2675,2061,2703,1199,397
1360,2631,2061,2703,1199,397
1360,2631,2015,2658,1199,397
1360,2631,2015,2658,3296,373
1311,2631,2015,2658,3296,373
1311,2589,1969,2611,3296,373
1311,2589,1969,2611,3244,369
1260,2589,1969,2611,3244,369
1260,2548,1923,2553,3220,369
1260,2548,1923,2553,3220,369
1208,2511,1879,2553,3220,369
1208,2511,1879,2469,3180,369
1208,2511,1879,2469,3180,373
1165,3182,1879,2469,3180,373
1165,3182,1832,2428,3133,373
1165,3182,1832,2428,3133,2311
1124,3136,1832,2428,3133,2311
1124,3136,1787,2395,3133,2311
1124,3136,1787,2395,3106,2450
1087,3088,1739,2418,3106,2450
1087,3088,1739,2418,3081,2647
2329,3088,1739,2418,3081,2647
2329,2963,1699,2418,3081,2647
2329,2963,1699,2877,1019,385
2329,2963,1699,2877,1019,385
2988,1647,2828,2877,1019,385
2988,1647,2828,3004,983,385
2988,1647,2828,3004,983,372
1626,1902,2828,3004,983,372
1626,1902,2784,2628,961,372
1564,1865,2784,2628,961,363
1564,1865,2740,2583,961,363
1564,1865,2740,2583,919,360
1518,1865,2740,2583,919,360
1518,1821,2696,2550,919,360
1518,1821,2696,2550,882,361
1473,1821,2696,2550,882,361
1473,1779,2648,2550,882,361
1473,1779,2648,2513,844,374
1473,1779,2648,2513,844,374
1430,1739,2603,2480,805,374
1430,1739,2603,2480,805,607
1388,1699,2603,2480,805,607
1388,1699,2557,2463,769,607
1388,1699,2557,2463,769,589
1344,1961,2557,2463,769,589
1344,1961,2611,2397,769,589
1344,1961,2611,2397,738,585
1304,1961,2611,2397,738,585
1304,2271,2571,2352,738,585
1304,2271,2571,2352,703,588
1268,2400,2529,2352,703,588
1268,2400,2529,2314,669,580
1268,2400,2529,2314,669,580
1231,2363,2486,2314,669,580
1231,2363,2486,2276,639,580
1231,2363,2486,2276,639,574
1199,2317,2486,2276,639,574
1199,2317,2458,2251,613,574
1199,2317,2458,2251,613,566
1173,2270,2458,2251,613,566
1173,2270,2419,2208,613,566
1395,2270,2419,2208,597,558
1395,2225,2384,2164,597,558
1395,2225,2384,2164,2061,553
1355,2225,2384,2164,2061,553
1355,2178,2320,2164,2061,553
1355,2178,2320,2126,2030,550
1355,2178,2320,2126,2030,550
1316,2132,2286,2126,2030,550
1316,2132,2286,2092,1998,550
1316,2132,2286,2092,1998,554
1278,2086,2286,2092,1998,554
1278,2086,2258,2054,1962,544
1240,2038,2258,2054,1962,544
1240,2038,2207,2017,1962,544
1240,2038,2207,2017,1930,533
1206,2038,2207,2017,1930,533
1206,1992,2179,1981,1930,533
1206,1992,2179,1981,1899,503
1177,1992,2179,1981,1899,503
1177,1946,2136,1981,1899,503
1177,1946,2136,1942,1867,463
1369,1900,2104,1942,1867,463
1369,1900,2104,1908,1836,463
1369,1900,2104,1908,1836,450
1333,1855,2104,1908,1836,450
1333,1855,2046,1881,1804,450
1333,1855,2046,1881,1804,436
1401,1809,2046,1881,1804,436
1401,1809,2002,1849,1804,436
1401,1809,2002,1849,442,426
1437,1809,2002,1849,442,426
1437,1765,1957,1860,442,426
1440,1765,1957,1860,430,418
1440,1717,1898,1860,430,418
1440,1717,1898,1965,1715,413
1440,1717,1898,1965,1715,413
1180,1671,1812,1965,1715,413
1180,1671,1812,1800,1702,413
1180,1671,1812,1800,1702,384
1126,1625,1812,1800,1702,384
1126,1625,1733,1747,1685,384
1126,1625,1733,1747,1685,377
1096,1578,1733,1747,1685,377
1096,1578,1686,1703,1655,369
1060,1578,1686,1703,1655,369
1060,1530,1640,1659,1655,369
1060,1530,1640,1659,1627,361
1216,1530,1640,1659,1627,361
1216,1483,1593,1659,1627,361
1216,1483,1593,1618,1598,353
1216,1483,1593,1618,1598,353
1176,1437,1550,1618,1598,353
1176,1437,1550,1580,1571,353
1139,1389,1550,1580,1571,345
1139,1389,1493,1550,1543,345
1139,1389,1493,1550,1543,336
1093,1338,1493,1550,1543,336
1093,1338,1437,1485,1543,336
1093,1338,1437,1485,1523,328
1048,1338,1437,1485,1523,328
1048,1285,1382,1445,1523,328
1048,1285,1382,1445,1568,322
1004,1285,1382,1445,1568,322
1004,1235,1325,1445,1568,322
1004,1235,1325,1509,1540,321
948,1202,1249,1509,1540,321
948,1202,1249,1452,1580,321
948,1202,1249,1452,1580,321
906,2173,1249,1452,1580,321
906,2173,1114,1292,1547,321
906,2173,1114,1292,1547,324
851,2106,1114,1292,1547,324
851,2106,1050,1233,1547,324
851,2106,1050,1233,1478,331
797,2106,1050,1233,1478,331
797,922,992,1134,1436,341
754,922,992,1134,1436,341
754,841,936,1134,1436,341
754,841,936,1043,1265,357
754,841,936,1043,1265,357
713,784,888,1043,1265,357
713,784,888,991,1220,357
713,784,888,991,1220,378
649,731,888,991,1220,378
649,731,843,945,1174,378
606,684,843,945,1174,622
606,684,798,904,1174,622
606,684,798,904,1024,632
567,684,798,904,1024,632
567,641,751,864,1024,632
567,641,751,864,1124,633
564,641,751,864,1124,633
564,1767,697,864,1124,633
564,1767,697,826,1098,625
564,1767,697,826,1098,625
552,751,652,826,1098,625
552,751,652,889,1221,613
531,595,652,889,1221,613
531,595,719,1001,1373,613
531,595,719,1001,1373,437
661,545,719,1001,1373,437
661,545,794,972,1373,437
661,545,794,972,6000,409
498,545,794,972,6000,409
498,616,738,1083,6000,409
498,616,738,1083,6000,602
447,616,738,1083,6000,602
447,563,684,1035,6000,612
447,563,684,1035,6000,612
398,508,637,1035,6000,612
398,508,637,994,6000,612
398,508,637,994,6000,579
454,568,637,994,6000,579
454,568,733,4876,535,579
454,568,733,4876,535,586
392,502,733,4876,535,586
392,502,853,6000,535,586
448,502,853,6000,1809,569
448,605,940,6000,1809,569
448,605,940,6000,1233,551
390,605,940,6000,1233,551
390,731,3916,6000,1233,551
390,731,3916,1747,407,434
390,731,3916,1747,407,434
510,693,4324,1747,407,434
510,693,4324,1701,384,434
510,693,4324,1701,384,421
485,803,4324,1701,384,421
485,803,4858,1668,362,1422
446,767,4858,1668,362,1422
446,767,6000,1624,362,1422
446,767,6000,1624,358,472
401,767,6000,1624,358,472
401,709,4334,1574,358,472
401,709,4334,1574,346,468
507,709,4334,1574,346,468
507,640,6000,1574,346,468
507,640,6000,1518,4910,303
507,640,6000,1518,4910,303
441,568,6000,1458,4910,303
441,568,6000,1458,4910,263
380,498,6000,1458,4910,263
380,498,6000,1409,4910,263
380,498,6000,1409,4910,259
321,431,6000,1409,4910,259
321,431,6000,1347,4910,259
321,431,6000,1347,4910,260
393,431,6000,1347,4910,260
393,3385,6000,1272,4910,260
393,3385,6000,1272,2512,258
1520,6000,3141,1272,2512,258
1520,6000,3141,1212,2446,254
1520,6000,3141,1212,2446,254
3297,6000,1144,1212,2446,254
3297,6000,1144,4091,1513,254
3297,6000,1144,4091,1513,484
3269,6000,1144,4091,1513,484
3269,6000,1074,1087,2317,484
3269,6000,1074,1087,2317,468
3245,4254,1074,1087,2317,468
3245,4254,2918,1004,1706,465
3173,4254,2918,1004,1706,465
3173,4062,2871,956,1706,465
3173,4062,2871,956,2301,461
3117,4062,2871,956,2301,461
3117,6000,2826,956,2301,461
3117,6000,2826,915,1664,458
3117,6000,2826,915,1664,458
3068,6000,2777,915,1664,458
3068,6000,2777,872,2261,458
3068,6000,2777,872,2261,453
2988,6000,2731,831,598,453
2988,6000,2731,831,598,448
2925,6000,2731,831,598,448
2925,6000,2685,789,598,448
2925,6000,2685,789,566,443
2892,6000,2685,789,566,443
2892,6000,2636,748,566,443
2892,6000,2636,748,537,437
2847,6000,2636,748,537,437
2847,4896,2590,748,537,437
2847,4896,2590,707,2181,431
2832,4861,2545,707,2181,431
2832,4861,2545,667,2728,431
2832,4861,2545,667,2728,426
2836,4816,2545,667,2728,426
2836,4816,2499,628,2350,426
2836,4816,2499,628,2350,419
4017,4771,2499,628,2350,419
4017,4771,2453,589,2350,419
4017,4771,2453,589,1498,412
3409,4771,2453,589,1498,412
3409,4729,2407,551,607,406
3353,4729,2407,551,607,406
3353,6000,2362,551,607,406
3353,6000,2362,518,563,399
3353,6000,2362,518,563,399
3316,4633,2316,518,563,399
3316,4633,2316,2580,508,399
3316,4633,2316,2580,508,394
3281,4281,2316,2580,508,394
3281,4281,2265,2460,431,394
3281,4281,2265,2460,431,403
3246,4226,2221,2407,431,403
3246,4226,2221,2407,398,417
3175,4226,2221,2407,398,417
3175,3377,2189,2285,398,417
3175,3377,2189,2285,368,417
2963,3377,2189,2285,368,417
2963,3313,4252,2285,368,417
2963,3313,4252,2130,962,425
2963,3313,4252,2130,962,425
2638,3288,4120,2130,962,425
2638,3288,4120,2077,2307,425
2081,3044,4120,2077,2307,338
2081,3044,3215,2681,2165,338
2081,3044,3215,2681,2165,339
2058,3006,3215,2681,2165,339
2058,3006,3163,2721,2165,339
2058,3006,3163,2721,2078,353
1930,3006,3163,2721,2078,353
1930,2958,3109,2715,2078,353
1930,2958,3109,2715,2067,976
1783,2958,3109,2715,2067,976
1783,2890,3055,4124,2016,908
1783,2890,3055,4124,2016,908
2001,2856,3010,4124,2016,908
2001,2856,3010,2610,2001,908
2001,2856,3010,2610,2001,936
2379,2960,3010,2610,2001,936
2379,2960,6000,1829,2203,936
2379,2960,6000,1829,2203,6000
2821,2920,6000,1829,2203,6000
2821,2920,2501,1946,2203,6000
2821,2920,2501,1946,926,374
2874,3992,1748,2146,926,374
2874,3992,1748,2146,924,361
2862,3992,1748,2146,924,361
2862,2410,1787,2146,924,361
2862,2410,1787,2604,995,364
2862,2410,1787,2604,995,364
3688,1726,1908,2604,995,364
3688,1726,1908,1077,1142,364
3688,1726,1908,1077,1142,346
6000,1657,1908,1077,1142,346
6000,1657,1872,1080,6000,346
6000,1608,1872,1080,6000,337
6000,1608,1835,1109,6000,337
6000,1608,1835,1109,6000,337
3862,1608,1835,1109,6000,337
3862,1565,1808,1114,6000,337
3862,1565,1808,1114,6000,352
3789,1565,1808,1114,6000,352
3789,1827,1645,1114,6000,352
3789,1827,1645,1080,6000,3506
3789,1827,1645,1080,6000,3506
3472,1938,1561,1047,6000,3506
3472,1938,1561,1047,6000,4411
3723,1421,1561,1047,6000,4411
3723,1421,976,2468,1005,4411
3723,1421,976,2468,1005,4449
3536,1338,976,2468,1005,4449
3536,1338,887,6000,1005,4449
3536,1338,887,6000,4877,1212
1298,1338,887,6000,4877,1212
1298,850,2535,4833,4877,1212
1298,850,2535,4833,932,372
1318,848,4907,4833,932,372
1318,848,4907,6000,6000,358
1318,848,4907,6000,6000,358
748,2477,4745,6000,6000,358
748,2477,4745,6000,6000,358
748,2477,4745,6000,6000,351
727,4609,4745,6000,6000,351
727,4609,4698,6000,6000,351
727,4609,4698,6000,6000,336
710,4601,4698,6000,6000,336
710,4601,3855,6000,6000,336
679,4601,3855,6000,6000,334
679,4605,3860,6000,6000,334
679,4605,3860,6000,6000,341
640,4605,3860,6000,6000,341
640,4592,3893,6000,6000,341
640,4592,3893,6000,6000,652
640,4592,3893,6000,6000,652
631,4102,4497,6000,6000,652
631,4102,4497,6000,6000,652
631,4102,4497,6000,6000,1995
636,4607,4497,6000,6000,1995
636,4607,4441,6000,6000,659
1498,4510,4441,6000,6000,659
1498,4510,4400,6000,6000,659
1498,4510,4400,6000,6000,631
3467,4510,4400,6000,6000,631
3467,4340,4837,1196,6000,631
3467,4340,4837,1196,2859,384
4411,4340,4837,1196,2859,384
4411,6000,6000,1196,2859,384
4411,6000,6000,4741,624,373
4251,4749,1021,4741,624,373
4251,4749,1021,3083,616,373
4251,4749,1021,3083,616,369
4205,4714,1021,3083,616,369
4205,4714,1024,3014,1914,369
4205,4714,1024,3014,1914,372
4167,4652,1024,3014,1914,372
4167,4652,1023,3003,1914,372
4167,4652,1023,3003,1898,564
4122,4652,1023,3003,1898,564
4122,4623,1022,2942,1898,564
4083,4623,1022,2942,561,567
4083,4584,1036,2942,561,567
4083,4584,1036,3428,531,553
4083,4584,1036,3428,531,553
4043,4538,1029,3428,531,553
4043,4538,1029,3405,506,553
4043,4538,1029,3405,506,578
4005,4509,1029,3405,506,578
4005,4509,1044,2821,2439,578
4005,4509,1044,2821,2439,584
3966,4444,1044,2821,2439,584
3966,4444,1047,2776,456,597
3930,4444,1047,2776,456,597
3930,4499,1050,2668,456,597
3930,4499,1050,2668,421,624
3895,4499,1050,2668,421,624
3895,4466,1049,2668,421,624
3895,4466,1049,2734,406,4098
3895,4466,1049,2734,406,4098
3845,4307,1058,2734,406,4098
3845,4307,1058,3432,397,4098
3813,4872,1058,3432,397,399
3813,4872,3445,6000,2441,399
3813,4872,3445,6000,2441,380
3988,4184,3445,6000,2441,380
3988,4184,3473,4873,2441,380
3988,4184,3473,4873,2600,359
3950,4184,3473,4873,2600,359
3950,3710,3474,4608,2600,359
3950,3710,3474,4608,447,354
3884,3710,3474,4608,447,354
3884,3664,3490,4608,447,354
3884,3664,3490,4873,3546,348
3994,3627,3505,4873,3546,348
3994,3627,3505,4428,467,348
3994,3627,3505,4428,467,348
3975,3591,3505,4428,467,348
3975,3591,3153,4439,4021,348
3975,3591,3153,4439,4021,349
3935,3940,3153,4439,4021,349
3935,3940,3137,4910,4021,349
3935,3940,3137,4910,3985,353
3969,3940,3137,4910,3985,353
3969,3520,3143,4076,3956,356
3928,3520,3143,4076,3956,356
3928,820,3151,4076,3956,356
3928,820,3151,3877,3929,359
3928,820,3151,3877,3929,359
3896,817,3159,3877,3929,359
3896,817,3159,3811,3905,359
3896,817,3159,3811,3905,364
3866,827,3159,3811,3905,364
3866,827,3136,3814,3882,364
3824,3308,3136,3814,3882,364
3824,3308,3194,3718,3882,364
3824,3308,3194,3718,3874,380
3804,3308,3194,3718,3874,380
3804,3225,3204,3023,3874,380
3804,3225,3204,3023,3875,382
3607,3225,3204,3023,3875,382
3607,2709,3223,3023,3875,382
3607,2709,3223,3643,3845,383
3607,2709,3223,3643,3845,383
855,2509,3242,3643,3845,383
855,2509,3242,2980,3828,383
2590,2641,3242,2980,3828,383
2590,2641,3247,3574,3807,383
2590,2641,3247,3574,3807,384
2531,3031,3247,3574,3807,384
2531,3031,3279,3588,3807,384
2531,3031,3279,3588,3795,384
2516,3031,3279,3588,3795,384
2516,2985,3299,3522,3795,384
2516,2985,3299,3522,3200,385
2560,2985,3299,3522,3200,385
2560,2936,3334,3453,3726,385
2560,2936,3334,3453,3726,385
3175,1724,4005,3453,3726,385
3175,1724,4005,3372,1972,385
3175,1724,4005,3372,1972,384
1206,2842,4005,3372,1972,384
1206,2842,3957,2900,2145,384
1206,2842,3957,2900,2145,383
3064,2796,3957,2900,2145,383
3064,2796,3916,2854,2145,383
3129,2796,3916,2854,4429,382
3129,2750,3879,1962,4429,382
3129,2750,3879,1962,4468,381
2960,2750,3879,1962,4468,381
2960,2704,3831,1962,4468,381
2960,2704,3831,1927,4482,379
2960,2704,3831,1927,4482,379
2892,2658,1657,1927,4482,379
2892,2658,1657,1944,4320,379
2892,2658,1657,1944,4320,377
3068,2612,1657,1944,4320,377
3068,2612,1666,1947,3384,375
3048,2566,1666,1947,3384,375
3048,2566,4910,1953,3384,375
3048,2566,4910,1953,3850,373
2995,2566,4910,1953,3850,373
2995,2521,4910,1967,3850,373
2995,2521,4910,1967,405,371
2825,2521,4910,1967,405,371
2825,2477,4910,1967,405,371
2825,2477,4910,2581,500,370
2825,2477,4910,2581,500,370
2911,2430,4910,2910,2538,370
2911,2430,4910,2910,2538,375
2757,2386,4910,2910,2538,375
2757,2386,3230,2863,2493,375
2757,2386,3230,2863,2493,382
2746,2344,3230,2863,2493,382
2746,2344,2782,2820,2493,382
2746,2344,2782,2820,2460,388
2709,2344,2782,2820,2460,388
2709,2297,3111,2775,2460,388
2709,2297,3111,2775,2430,392
2718,2249,3078,2775,2430,392
2718,2249,3078,2436,2399,396
2718,2249,3078,2436,2399,396
2569,2202,3039,2436,2399,396
2569,2202,3039,2376,2368,396
2569,2202,3039,2376,2368,400
2526,2152,3039,2376,2368,400
2526,2152,3487,2327,2338,400
2526,2152,3487,2327,2338,404
2454,2102,3487,2327,2338,404
2454,2102,3452,2278,2307,881
2435,2102,3452,2278,2307,881
2435,2055,4910,2232,2307,881
2435,2055,4910,2232,2277,1000
2215,2055,4910,2232,2277,1000
2215,2007,4910,2232,2277,1000
2215,2007,4910,2536,2247,888
2215,2007,4910,2536,2247,888
2563,2369,2150,2536,2247,888
2563,2369,2150,2218,2256,888
2563,2369,2150,2218,2256,431
1920,4910,2451,2173,2547,431
1920,4910,2451,2173,2547,411
2314,2392,2451,2173,2547,411
2314,2392,2133,2183,2547,411
2314,2392,2133,2183,958,434
2092,2392,2133,2183,958,434
2092,2352,2080,2150,958,434
2092,2352,2080,2150,928,398
2119,2352,2080,2150,928,398
2119,2306,2033,2150,928,398
2119,2306,2033,2108,911,414
1907,2260,1985,2108,911,414
1907,2260,1985,2062,861,414
1907,2260,1985,2062,861,941
1902,2215,1985,2062,861,941
1902,2215,1936,2019,819,941
1902,2215,1936,2019,819,921
1777,2173,1936,2019,819,921
1777,2173,1893,2281,819,921
1777,2173,1893,2281,788,912
2100,2173,1893,2281,788,912
2100,2208,1858,2228,755,2479
1976,2208,1858,2228,755,2479
1976,1802,1887,2228,755,2479
1976,1802,1887,2257,722,2488
1976,1802,1887,2257,722,2488
1954,1740,1904,2257,722,2488
1954,1740,1904,2842,689,2488
1954,1740,1904,2842,689,2486
2006,1694,1904,2842,689,2486
2006,1694,1899,2806,656,2486
2006,1694,1899,2806,656,2484
1972,1649,1817,2771,656,2484
1972,1649,1817,2771,624,2481
1943,1649,1817,2771,624,2481
1943,1605,1714,2721,624,2481
1943,1605,1714,2721,593,2479
1920,1605,1714,2721,593,2479
1920,1561,1656,2721,593,2479
1920,1561,1656,2415,563,723
1920,1561,1656,2415,563,723
1908,1516,1613,2415,563,723
1908,1516,1613,2637,536,723
1885,1473,1613,2637,536,635
1885,1473,1575,2391,511,635
1885,1473,1575,2391,511,622
1880,1428,1575,2391,511,622
